ID;loan_amnt;term;int_rate;installment;emp_length;home_ownership;annual_inc;purpose;title;STATE;delinq_2yrs;revol_bal; revol_util ;total_pymnt;loan_status
23795;6000; 36 months;12.61%;201.04;< 1 year;RENT;45000;debt_consolidation;Consolidate high interest credit card;NJ;0;9570; 0.454 ;7237.622955;Fully Paid
23796;20000; 60 months;9.62%;299.59;6 years;RENT;55000;debt_consolidation;Payoff Medical Bills;WA;0;21056; 0.466 ;17871.55999;Fully Paid
23797;2500; 36 months;9.62%;80.23;4 years;MORTGAGE;64992;major_purchase;Attorney Fees;GA;0;8579; 0.380 ;2888.068686;Fully Paid
23798;11200; 36 months;10.36%;363.29;5 years;RENT;35000;debt_consolidation;Debt Payoff;KS;0;3089; 0.883 ;13075.0318;Fully Paid
23801;10000; 36 months;9.99%;322.63;1 year;RENT;72000;debt_consolidation;Pay off and then cancel credit cards;FL;0;4661; 0.444 ;10977.97944;Fully Paid
23806;25000; 60 months;10.36%;445.1;10+ years;MORTGAGE;99996;debt_consolidation;Timothy ;KS;0;25020; 0.531 ;6231.4;Charged Off
23808;4000; 36 months;9.99%;129.05;10+ years;RENT;72000;debt_consolidation;Paying off debt;CA;0;2420; 0.116 ;4635.491567;Fully Paid
23809;2000; 60 months;17.06%;49.77;< 1 year;RENT;48000;;;;;;;;Charged Off
23811;8000; 60 months;14.46%;188.06;< 1 year;RENT;58000;credit_card;Card Refinance;TX;0;11335; 0.736 ;11283.54344;Fully Paid
23814;9600; 60 months;15.95%;233.2;6 years;MORTGAGE;37000;debt_consolidation;consolidate;OH;0;7110; 0.641 ;13727.60352;Fully Paid
23815;4000; 36 months;10.36%;129.75;2 years;RENT;44000;debt_consolidation;Personal Loan;NY;0;15353; 0.753 ;4671.623131;Fully Paid
23816;25000; 36 months;13.35%;846.57;< 1 year;RENT;79632;debt_consolidation;JLW Loan;VA;0;35520; 0.592 ;30479.34594;Fully Paid
23817;4000; 36 months;5.79%;121.31;1 year;MORTGAGE;20000;home_improvement;Home Repair ;WI;0;90; 0.002 ;4367.166707;Fully Paid
23820;15000; 60 months;14.83%;355.52;10+ years;MORTGAGE;100000;credit_card;Pay On Time;IL;0;29203; 0.445 ;16080.28771;Fully Paid
23821;2000; 36 months;14.46%;68.81;< 1 year;MORTGAGE;30000;other;Help With Holidays due to Hospital stay;MI;0;3946; 0.717 ;2476.872871;Fully Paid
23822;8900; 36 months;6.17%;189.86;< 1 year;RENT;80000;debt_consolidation;Discover $;NY;0;8932; 0.447 ;6748.231837;Fully Paid
23825;13000; 60 months;12.61%;293.21;8 years;RENT;43000;debt_consolidation;Debt Loan;MA;0;11356; 0.844 ;17591.85997;Fully Paid
23826;10000; 60 months;15.20%;238.96;5 years;MORTGAGE;75000;wedding;Engagement Ring;TX;0;17512; 0.687 ;9080.48;Charged Off
23827;14000; 60 months;15.20%;334.54;4 years;MORTGAGE;91200;other;Consolidate Credit Card Balances;AZ;0;45502; 0.925 ;19687.70001;Fully Paid
23828;3000; 36 months;13.35%;101.59;6 years;MORTGAGE;23000;debt_consolidation;debt consolidation;MI;0;1672; 0.929 ;3661.578879;Fully Paid
23829;12000; 60 months;5.79%;144.27;10+ years;MORTGAGE;65000;debt_consolidation;refinance;OH;0;14927; 0.249 ;8651.249998;Fully Paid
23830;5000; 36 months;10.36%;162.19;2 years;MORTGAGE;60000;medical;Unexpected Medical Expenses;GA;0;10588; 0.999 ;5838.77655;Fully Paid
23831;1000; 36 months;13.72%;34.05;< 1 year;MORTGAGE;30000;home_improvement;Home Improvement;GA;1;2031; 0.344 ;1069.914723;Fully Paid
23832;5000; 36 months;6.17%;152.5;6 years;OWN;59000;home_improvement;lending club loan;NY;0;10865; 0.445 ;5490.83537;Fully Paid
23834;2400; 36 months;9.25%;76.6;n/a;RENT;95000;debt_consolidation;Citibank Payoff;NJ;2;9420; 0.346 ;2632.247853;Fully Paid
23836;5500; 36 months;6.54%;168.67;4 years;RENT;23000;car;AUTO LOAN;WA;0;1296; 0.139 ;5978.352306;Fully Paid
23837;24250; 36 months;8.88%;596;10+ years;MORTGAGE;95004;debt_consolidation;myhelp;NY;0;52268; 0.748 ;21457.10639;Fully Paid
23838;1400; 36 months;12.23%;46.66;1 year;RENT;125000;wedding;Wedding Loan;CA;0;8849; 0.560 ;1527.416673;Fully Paid
23840;5000; 60 months;15.95%;121.46;3 years;RENT;65000;debt_consolidation;Getting married and want to pay off debt;CA;0;7971; 0.973 ;7287.372036;Fully Paid
23841;2400; 36 months;10.36%;77.85;8 years;MORTGAGE;66000;debt_consolidation;GOD'S POWER;MD;0;4358; 0.872 ;2802.601836;Fully Paid
23843;15000; 36 months;6.54%;280.61;6 years;RENT;75000;debt_consolidation;Credit Card Payoff;MD;0;5289; 0.213 ;9849.576097;Fully Paid
23845;4800; 36 months;5.79%;145.57;5 years;MORTGAGE;55000;debt_consolidation;Out of debt by 2012!;HI;0;7428; 0.187 ;5240.57503;Fully Paid
23846;12000; 36 months;5.79%;219.87;5 years;MORTGAGE;87800;credit_card;Combine Load;MN;0;13141; 0.112 ;7900.185884;Fully Paid
23847;12000; 36 months;13.35%;406.36;3 years;RENT;42500;major_purchase;Major Purchase Loan;MD;0;6775; 0.977 ;13366.23044;Fully Paid
23848;13000; 36 months;15.20%;451.93;4 years;RENT;72996;;;;;;;;Fully Paid
23849;9250; 60 months;17.06%;230.19;5 years;MORTGAGE;38400;home_improvement;the home loan;CA;0;9292; 0.808 ;13841.23793;Fully Paid
23851;5000; 60 months;15.20%;119.48;10+ years;MORTGAGE;80000;debt_consolidation;Debt Consolidation Loan;NJ;1;3021; 0.816 ;6728.379948;Fully Paid
23852;7000; 36 months;6.17%;213.5;10+ years;MORTGAGE;72000;credit_card;Credit Card ReFi;RI;0;27340; 0.598 ;7687.022708;Fully Paid
23853;19800; 36 months;15.57%;691.92;< 1 year;MORTGAGE;75000;debt_consolidation;Personal_1;NJ;0;17560; 0.919 ;21580.50106;Fully Paid
23854;5000; 36 months;6.91%;154.18;2 years;RENT;14400;debt_consolidation;My Loan;IL;0;3339; 0.759 ;967.36;Charged Off
23855;8900; 60 months;6.17%;105.8;6 years;MORTGAGE;70000;car;1999 Camaro SS;KY;0;6416; 0.233 ;5870.586779;Fully Paid
23856;12250; 60 months;14.83%;290.34;10+ years;MORTGAGE;46747;debt_consolidation;Sonyvaio ;NC;1;3427; 0.745 ;13548.29465;Fully Paid
23859;20000; 60 months;15.57%;481.81;8 years;MORTGAGE;144996;other;Personal Loan;CT;0;5046; 0.391 ;28680.11;Fully Paid
23860;20000; 60 months;9.99%;266.06;5 years;MORTGAGE;65730;credit_card;Refinance Credit Card Loans;MI;0;13598; 0.513 ;15295.4134;Fully Paid
23861;1500; 36 months;13.35%;50.8;3 years;RENT;20160;major_purchase;Car Repair Loan;CA;0;4598; 0.575 ;1804.184551;Fully Paid
23862;9000; 60 months;14.46%;211.57;10+ years;RENT;42000;other;Pay Off Loan;CA;1;13574; 0.848 ;12564.26334;Fully Paid
23863;17150; 60 months;14.83%;406.47;10+ years;RENT;90000;debt_consolidation;consolidation;NJ;0;79252; 0.656 ;21208.97196;Fully Paid
23864;6000; 60 months;6.54%;79.81;10+ years;MORTGAGE;90000;other;Photography Start up;NJ;0;4370; 0.355 ;4788.488582;Fully Paid
23867;12250; 36 months;12.23%;408.23;1 year;RENT;61400;credit_card;Credit Card Loan;VA;0;28028; 0.749 ;12845.10986;Fully Paid
23868;10000; 36 months;13.72%;340.42;3 years;RENT;113000;credit_card;Debt Consolidation Loan;VA;0;17397; 0.956 ;12261.90914;Fully Paid
23869;8500; 36 months;8.88%;269.83;2 years;RENT;20000;major_purchase;Major Purchase;NY;0;2607; 0.186 ;9714.52297;Fully Paid
23870;18000; 36 months;15.95%;632.39;2 years;MORTGAGE;145000;debt_consolidation;Consolidation All in One;TX;0;24652; 0.756 ;22717.29623;Fully Paid
23872;11000; 60 months;6.91%;130.91;3 years;MORTGAGE;45000;debt_consolidation;11k;NV;0;3925; 0.291 ;7687.612587;Fully Paid
23873;6000; 36 months;6.54%;184.01;< 1 year;MORTGAGE;61000;home_improvement;Foundation Replacement;CA;0;0; -   ;6074.15;Fully Paid
23874;11500; 36 months;12.98%;387.37;< 1 year;MORTGAGE;106000;home_improvement;Home Project;IL;0;47178; 0.713 ;13720.07484;Fully Paid
23875;18000; 36 months;6.17%;341.59;2 years;MORTGAGE;132000;credit_card;CC REFI;TX;0;11797; 0.221 ;12235.81841;Fully Paid
23876;3500; 36 months;12.61%;117.28;7 years;MORTGAGE;83004;home_improvement;Home Improvement Loan;OH;2;5038; 0.638 ;4221.905878;Fully Paid
23879;25000; 60 months;20.77%;673.11;10+ years;MORTGAGE;81600;debt_consolidation;Debt Consolidation and Back Taxes;TX;0;11592; 0.690 ;35855.80263;Fully Paid
23880;1600; 36 months;12.98%;53.9;4 years;RENT;25000;other;Car Repair;LA;0;5522; 0.425 ;1940.412523;Fully Paid
23881;11000; 36 months;5.42%;208.86;< 1 year;MORTGAGE;55000;home_improvement;Home Improvement;MA;0;7588; 0.093 ;7246.60735;Fully Paid
23882;24250; 60 months;9.99%;313.33;7 years;MORTGAGE;55000;major_purchase;REMODEL;FL;1;14611; 0.301 ;18815.00699;Fully Paid
23885;16200; 36 months;15.57%;566.12;2 years;RENT;60000;debt_consolidation;Consolidate;CA;0;9692; 0.999 ;19470.78717;Fully Paid
23886;8000; 36 months;15.57%;279.57;4 years;OWN;84996;debt_consolidation;loan;CA;0;27910; 0.993 ;10064.76264;Fully Paid
23887;10000; 36 months;5.79%;193.34;< 1 year;RENT;72000;credit_card;Recession Recovery CC Debt;CA;0;9028; 0.367 ;6934.356431;Fully Paid
23888;16000; 36 months;6.17%;298.13;10+ years;MORTGAGE;75000;debt_consolidation;Debt Consolidation Loan;FL;0;11164; 0.165 ;10733.1077;Fully Paid
23891;10000; 36 months;14.83%;345.83;8 years;OWN;58000;debt_consolidation;2010 Loan;CA;0;16629; 0.919 ;10477.7258;Fully Paid
23892;13000; 36 months;6.91%;282.92;6 years;RENT;75000;debt_consolidation;New Plan;MA;0;12402; 0.670 ;10185.37393;Fully Paid
23893;2000; 36 months;10.36%;64.88;2 years;RENT;80000;credit_card;credit card;FL;0;3966; 0.436 ;2335.511615;Fully Paid
23894;11000; 36 months;5.42%;331.76;10+ years;MORTGAGE;42000;credit_card;credit loan;PA;0;47681; 0.200 ;11789.69988;Fully Paid
23895;4000; 36 months;9.99%;129.05;3 years;MORTGAGE;62004;debt_consolidation;Personal Loan;CA;1;4655; 0.303 ;4537.830891;Fully Paid
23896;2000; 36 months;5.42%;60.32;10+ years;MORTGAGE;35000;small_business;Underground T-Shirt Printing Business;NY;0;2306; 0.080 ;2171.862299;Fully Paid
23897;12000; 36 months;6.54%;209.31;10+ years;MORTGAGE;76404;debt_consolidation;AC Loan;FL;0;63470; -   ;7433.931457;Fully Paid
23898;12000; 36 months;9.99%;387.15;< 1 year;RENT;40000;other;Investments in Financial Markets;NY;0;227; 0.027 ;12888.96876;Fully Paid
23899;4000; 60 months;14.83%;94.81;2 years;RENT;21996;other;Pesonal Loan;PA;0;372; 0.372 ;4049.580208;Fully Paid
23901;25000; 36 months;9.99%;612.99;10+ years;MORTGAGE;93000;major_purchase;major purchase;WA;0;12566; 0.292 ;22070.17925;Fully Paid
23902;12000; 36 months;12.98%;404.22;2 years;RENT;75000;debt_consolidation;Debt Consolidation loan;NY;0;19354; 0.876 ;14553.12721;Fully Paid
23903;22000; 60 months;18.17%;560.7;10+ years;MORTGAGE;119500;debt_consolidation;Credit Card Freedom;MA;0;25811; 0.967 ;33641.22988;Fully Paid
23904;10000; 60 months;12.61%;225.54;5 years;RENT;115460;small_business;Small Business Loan;CA;0;47364; 0.937 ;8138.23;Charged Off
23905;20000; 36 months;18.17%;724.76;2 years;RENT;115000;credit_card;Refinancing Loan;TX;0;36263; 0.939 ;26102.65362;Fully Paid
23907;3000; 60 months;6.54%;58.76;7 years;OWN;50000;vacation;reunion vaction;HI;0;8075; 0.311 ;2470.97;Charged Off
23908;25000; 36 months;15.20%;869.09;10+ years;RENT;70000;debt_consolidation;Debt Consolidation Loan;CO;0;26723; 0.778 ;31290.74768;Fully Paid
23910;10000; 36 months;12.61%;335.07;< 1 year;RENT;27048;debt_consolidation;1fb;CA;0;11039; 0.699 ;12063.00914;Fully Paid
23911;25000; 60 months;19.66%;505.06;5 years;OWN;85000;debt_consolidation;REC;NJ;1;8619; 0.476 ;9088.92;Charged Off
23912;25000; 60 months;14.46%;587.69;3 years;RENT;130000;credit_card;Credit Card Payoff;NY;0;59293; 0.269 ;29858.87924;Fully Paid
23914;4800; 36 months;7.88%;150.15;n/a;RENT;26400;debt_consolidation;Credit Pay Down;OR;0;19231; 0.587 ;5405.868742;Fully Paid
23915;7000; 36 months;6.91%;215.86;3 years;RENT;60000;;;;;;;;Fully Paid
23917;2400; 36 months;15.57%;83.87;< 1 year;RENT;40000;debt_consolidation;Steady Employee Consolidating Debt;FL;0;1910; 0.955 ;3128.408657;Fully Paid
23918;10000; 60 months;6.17%;132.01;6 years;MORTGAGE;70000;home_improvement;Garage Home Improvement ;OH;0;37677; 0.529 ;7919.986597;Fully Paid
23919;5000; 36 months;12.23%;166.63;< 1 year;RENT;100000;major_purchase;Major Purchase Loan;NY;0;30177; 0.973 ;6033.543816;Fully Paid
23920;15000; 36 months;12.98%;505.27;< 1 year;MORTGAGE;82000;credit_card;personal loan;MN;0;16223; 0.769 ;17572.04549;Fully Paid
23921;25000; 36 months;19.66%;924.77;4 years;RENT;100000;debt_consolidation;Help;NY;0;36644; 0.930 ;32309.83775;Fully Paid
23923;20000; 60 months;9.99%;285.18;5 years;OWN;120948;home_improvement;Home Improvement;PA;0;2434; 0.028 ;16999.27001;Fully Paid
23925;18000; 60 months;6.54%;222.29;3 years;MORTGAGE;35000;debt_consolidation;Impala;AZ;0;14126; 0.219 ;11981.56493;Fully Paid
23927;24250; 36 months;6.17%;455.2;< 1 year;MORTGAGE;130000;home_improvement;lending club;TX;0;13862; 0.148 ;16387.69079;Fully Paid
23928;10000; 36 months;6.54%;206.24;5 years;MORTGAGE;150000;;;;;;;;Fully Paid
23929;4000; 36 months;8.88%;126.98;1 year;RENT;57500;moving;Moving to the new house!;MD;1;2699; 0.643 ;4571.469174;Fully Paid
23930;25000; 60 months;10.36%;350.3;10+ years;RENT;108000;;;;;;;;Fully Paid
23931;8500; 60 months;6.54%;119.96;< 1 year;MORTGAGE;48000;small_business;GSB;SC;0;668; 0.014 ;7197.419514;Fully Paid
23932;15000; 36 months;6.54%;330.44;2 years;RENT;122000;debt_consolidation;401k Payoff;MA;0;16032; 0.373 ;11761.23618;Fully Paid
23934;10000; 36 months;6.91%;308.36;1 year;RENT;126000;credit_card;1 year down;VA;0;38396; 0.625 ;11101.21528;Fully Paid
23935;10000; 36 months;5.42%;301.6;3 years;RENT;85000;small_business;Investment in Advance of Year End Bonus;VA;0;1348; 0.118 ;10470.3453;Fully Paid
23936;1500; 36 months;6.91%;46.26;5 years;RENT;26400;other;For Christmas ;MN;0;1647; 0.311 ;1562.991515;Fully Paid
23937;12200; 36 months;9.99%;393.61;5 years;RENT;36000;debt_consolidation;Lowering My Credit Card Bills;CA;0;28394; 0.477 ;13581.77834;Fully Paid
23938;18000; 60 months;18.91%;466.04;3 years;RENT;51000;other;Consolidating debt;CA;0;21898; 0.725 ;20028.5614;Fully Paid
23940;10000; 36 months;10.36%;324.37;3 years;MORTGAGE;60000;home_improvement;baby;CA;0;4635; 0.203 ;10956.86636;Fully Paid
23941;7800; 60 months;15.95%;189.48;1 year;RENT;120000;;;;;;;;Fully Paid
23943;25000; 36 months;20.03%;929.48;10+ years;MORTGAGE;77652.96;debt_consolidation;Consolidating High Interest Loans;CA;0;32867; 0.967 ;31967.25479;Fully Paid
23944;16500; 60 months;8.88%;214.77;10+ years;MORTGAGE;50000;debt_consolidation;Debt Away;TX;0;15957; 0.685 ;12868.57001;Fully Paid
23945;9000; 36 months;13.72%;306.38;5 years;MORTGAGE;69000;credit_card;I Pay On Time;CA;0;3890; 0.926 ;5092.82;Charged Off
23946;4000; 60 months;12.61%;90.22;5 years;MORTGAGE;25000;debt_consolidation;debt consolidation;MN;0;6125; 0.498 ;5412.843693;Fully Paid
23947;11000; 36 months;12.98%;370.53;1 year;RENT;125000;debt_consolidation;Getting my act together;VA;0;23600; 0.641 ;13339.69584;Fully Paid
23948;5500; 36 months;12.61%;184.29;1 year;RENT;48000;wedding;My Dream Wedding;NY;0;3935; 0.463 ;5723.190626;Fully Paid
23949;5000; 36 months;9.25%;159.59;< 1 year;RENT;16800;small_business;Glory;TX;0;7784; 0.638 ;5745.086303;Fully Paid
23950;12000; 60 months;8.88%;180.1;2 years;RENT;125000;small_business;Autism iPhone and iPad application;NY;0;46832; 0.712 ;10805.35533;Fully Paid
23952;10000; 60 months;6.17%;116.96;5 years;MORTGAGE;50000;;;;;;;;Fully Paid
23953;3250; 36 months;10.36%;105.42;< 1 year;RENT;12240;moving;MD;MD;1;0; -   ;3810.473677;Fully Paid
23954;7500; 36 months;5.79%;185;< 1 year;MORTGAGE;60000;wedding;wedding loan;PA;0;5241; 0.157 ;6659.895738;Fully Paid
23955;10800; 36 months;6.91%;220.48;5 years;MORTGAGE;51600;debt_consolidation;Debt Consolidation Loan;NC;0;18975; 0.791 ;7937.369236;Fully Paid
23956;10750; 60 months;6.17%;134.92;10+ years;MORTGAGE;80000;;;;;;;;Fully Paid
23957;10000; 36 months;9.99%;322.63;5 years;MORTGAGE;46000;debt_consolidation;Debt Consolidation Loan;KS;0;9346; 0.385 ;11614.73382;Fully Paid
23959;2500; 36 months;10.36%;81.1;4 years;RENT;70000;major_purchase;Oct-10;NY;0;943; 0.524 ;2908.876984;Fully Paid
23961;25000; 36 months;15.57%;873.63;2 years;MORTGAGE;102400;debt_consolidation;Dect Consol;TX;0;29105; 0.841 ;31507.70137;Fully Paid
23962;20000; 60 months;9.62%;264.84;7 years;MORTGAGE;82000;debt_consolidation;Credit Card Consolodate;WA;0;31729; 0.603 ;15676.44329;Fully Paid
23963;20000; 60 months;6.91%;248.47;3 years;MORTGAGE;185000;home_improvement;20k personal loan;CA;0;67235; 0.263 ;13657.60686;Fully Paid
23964;5000; 36 months;6.91%;154.18;3 years;MORTGAGE;30000;credit_card;OLIVER;CA;0;7399; 0.158 ;5550.599788;Fully Paid
23966;16000; 60 months;6.91%;213.89;3 years;MORTGAGE;114000;home_improvement;Kitchen, Bathroom, Office rehab;MO;0;11689; 0.227 ;12294.46639;Fully Paid
23967;15000; 60 months;8.88%;196.14;5 years;RENT;40000;debt_consolidation;freedom from multiple accounts ;CA;0;17654; 0.609 ;9545.56;Fully Paid
23968;20000; 60 months;6.91%;270.21;10+ years;MORTGAGE;130000;debt_consolidation;Debt Consolidation Loan;AZ;0;20964; 0.356 ;15033.00782;Fully Paid
23970;2000; 36 months;9.99%;64.53;10+ years;RENT;51600;other;Boat repair Upgrade;FL;0;6444; 0.708 ;2304.11817;Fully Paid
23971;10000; 36 months;5.42%;301.6;10+ years;MORTGAGE;100000;debt_consolidation;Credit card loan;OR;0;5770; 0.230 ;10858.51975;Fully Paid
23972;6000; 36 months;6.17%;183;10+ years;MORTGAGE;72000;other;Funeralis;TX;0;5239; 0.602 ;6579.201392;Fully Paid
23973;14000; 36 months;12.61%;469.09;7 years;RENT;125004;debt_consolidation;Debt Consolidation HSBC DFS;OR;1;20511; 0.880 ;16715.08238;Fully Paid
23974;16000; 60 months;9.62%;225.88;3 years;RENT;57500;debt_consolidation;Debt loan;MD;0;10377; 0.465 ;13552.37267;Fully Paid
23975;1000; 36 months;9.25%;31.92;5 years;RENT;30000;debt_consolidation;debt consolidation;CA;0;204; 0.204 ;1149.059937;Fully Paid
23977;2000; 36 months;6.17%;61;10+ years;OWN;51996;other;personal loan;MI;0;22555; 0.663 ;305;Charged Off
23978;2500; 36 months;8.88%;79.36;n/a;MORTGAGE;32400;renewable_energy;solar;CA;3;1670; 0.090 ;317.44;Charged Off
23979;8000; 36 months;6.17%;244;10+ years;RENT;33996;debt_consolidation;marines93;NJ;0;5610; 0.259 ;8784.677539;Fully Paid
23980;4000; 36 months;9.62%;128.36;7 years;RENT;48000;car;Accord Loan;VA;1;3591; 0.267 ;4500.279103;Fully Paid
23981;4750; 60 months;6.54%;93.03;5 years;MORTGAGE;30000;home_improvement;Property Purchase and Repair;FL;0;3735; 0.424 ;5472.463986;Fully Paid
23982;7500; 60 months;5.79%;95.7;8 years;MORTGAGE;39000;medical;Medical Loan;UT;0;2359; 0.082 ;5741.697547;Fully Paid
23983;6000; 60 months;9.99%;127.46;6 years;RENT;65000;small_business;Coastal Loan;CT;4;2092; 0.510 ;7009.341138;Fully Paid
23984;14000; 60 months;6.54%;176.27;10+ years;MORTGAGE;87960;debt_consolidation;New Start;CA;0;19866; 0.609 ;9500.785463;Fully Paid
23986;20000; 60 months;9.99%;261.28;7 years;MORTGAGE;75000;house;Home Loan;WA;0;42179; 0.569 ;12504.29794;Fully Paid
23987;8500; 60 months;9.99%;166.22;6 years;RENT;36000;;;;;;;;Fully Paid
23988;5000; 36 months;6.91%;154.18;3 years;MORTGAGE;79800;debt_consolidation;Consolidation;NM;2;0; -   ;5550.599788;Fully Paid
23989;15000; 60 months;6.91%;183.76;10+ years;MORTGAGE;65000;other;Adoption Loan;NC;1;2576; 0.147 ;10334.14232;Fully Paid
23990;2000; 36 months;5.79%;60.66;3 years;RENT;75000;vacation;Unplanned Vacation Loan;NY;0;7; -   ;2149.358037;Fully Paid
23991;5000; 36 months;12.61%;167.54;6 years;RENT;40000;debt_consolidation;Home Improvement;IL;2;4325; 0.244 ;6031.266338;Fully Paid
23992;8300; 60 months;12.61%;187.2;10+ years;MORTGAGE;61507;debt_consolidation;Good bye high interest cc;TX;0;11057; 0.654 ;10884.05376;Fully Paid
23993;20000; 60 months;6.91%;249.95;6 years;MORTGAGE;77000;renewable_energy;Solar Array;MI;0;24569; 0.462 ;12723.23;Fully Paid
23994;8000; 36 months;14.46%;275.22;n/a;RENT;23000;credit_card;the helpful loan;MA;0;3571; 0.871 ;9909.116446;Fully Paid
23996;12000; 36 months;6.54%;252.24;1 year;RENT;50000;other;Credit card debt consolidation;NY;0;5300; 0.306 ;9080.997952;Fully Paid
23997;1200; 36 months;12.98%;40.43;2 years;MORTGAGE;48000;home_improvement;Furnace Loan;OH;1;6603; 0.825 ;121.29;Charged Off
23998;12000; 36 months;6.91%;233.59;1 year;RENT;56000;debt_consolidation;Credit Card Debt Consolidation;NJ;0;14631; 0.548 ;8409.122526;Fully Paid
23999;20000; 36 months;14.09%;684.43;8 years;RENT;71004;debt_consolidation;Credit Card Consolidation;NJ;0;20280; 0.831 ;23230.28502;Fully Paid
24000;10000; 36 months;13.72%;340.42;6 years;RENT;85000;debt_consolidation;Debt payoff!;NY;1;6608; 0.537 ;11276.01006;Fully Paid
24001;3000; 36 months;6.17%;91.5;9 years;OWN;45000;other;Personal Loan 10/29/10;CA;0;11512; 0.372 ;3292.526914;Fully Paid
24002;1000; 36 months;6.91%;30.84;9 years;RENT;40800;vacation;London 2010;CA;0;271; 0.301 ;1065.555986;Fully Paid
24003;3600; 36 months;8.88%;114.28;n/a;MORTGAGE;50400;;;;;;;;Fully Paid
24004;7000; 36 months;8.88%;222.21;3 years;RENT;62500;;;;;;;;Charged Off
24005;15000; 36 months;12.61%;502.6;4 years;MORTGAGE;80000;debt_consolidation;Freedom from credit cards;IL;0;14712; 0.631 ;18094.3194;Fully Paid
24008;22750; 36 months;6.54%;441.61;< 1 year;RENT;49404;debt_consolidation;cc payoff;CA;0;11618; 0.389 ;15774.7087;Fully Paid
24009;24000; 36 months;6.91%;471.8;1 year;MORTGAGE;125000;;;;;;;;Fully Paid
24010;6600; 36 months;14.46%;227.05;4 years;MORTGAGE;53000;debt_consolidation;credit cards;GA;0;5085; 0.862 ;8119.998198;Fully Paid
24012;9300; 36 months;6.17%;283.65;10+ years;MORTGAGE;96900;credit_card;Dow ESPP;GA;0;35073; 0.375 ;9348.16;Fully Paid
24015;13000; 36 months;8.88%;412.68;10+ years;RENT;55000;debt_consolidation;Susan;OH;1;14908; 0.538 ;14410.22823;Fully Paid
24016;7000; 36 months;10.36%;227.06;2 years;MORTGAGE;41916;debt_consolidation;payoff debt;TX;0;15241; 0.643 ;7392.385467;Fully Paid
